id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
404,1,Aug,1131,1-8-1131,Dieppe,,49.92,1.08,France,"(return to England), Appears as ""p 1 Aug"""
405,8,Sept,1131,8-9-1131,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
406,25,Dec,1131,25-12-1131,Dunstable,TL0188821864,51.88603,-0.52102,England,N/A
407,10,Apr,1132,10-4-1132,Woodstock,SP4400016000,51.840878,-1.362755,England,N/A
408,29,Apr,1132,29-4-1132,London,TQ3248081340,51.515457,-0.092140265,England,N/A
409,25,Dec,1132,25-12-1132,Windsor,SU9683776912,51.482886,-0.60683638,England,N/A
410,8,Feb,1133,8-2-1133,London,TQ3248081340,51.515457,-0.092140265,England,N/A
411,26,Mar,1133,26-3-1133,Oxford,SP5130006100,51.751253,-1.2582674,England,N/A
412,30,Apr,1133,30-4-1133,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
413,1,May,1133,1-5-1133,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
414,2,May,1133,2-5-1133,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
415,3,May,1133,3-5-1133,Winchester,SU4779329466,51.062549,-1.3193687,England,N/A
416,,July,1133,7-1133,Fareham,SU5782205929,50.85,-1.18,England,N/A
417,,July,1133,7-1133,Westbourne,SZ0729791046,50.719,-1.898,England,N/A
418,2,Aug,1133,2-8-1133,(Crossing to Normandy),,,,,
419,,Sep,1134,9-1134,Verneuil,,48.7394,0.9286,France,N/A
420,,Aug-Oct,1134,Aug-Oct-1134,Sées,,48.6053,0.1719,France,N/A
421,,,1134,1134,Alençon,,48.4306,0.0931,France,N/A
422,,,1134,1134,Argentan,,48.75,-0.02,France,N/A
423,25,Nov,1135,25-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
424,26,Nov,1135,26-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
425,27,Nov,1135,27-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
426,28,Nov,1135,28-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
427,29,Nov,1135,29-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
428,30,Nov,1135,30-11-1135,Lyons-la-Forét,,49.4003,1.4769,France,N/A
429,1,Dec,1135,1-12-1135,Lyons-la-Forét,,49.4003,1.4769,France,(Death)
