id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
3501,4,april,1318,4-4-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3502,4,april,1318,4-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3503,5,april,1318,5-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3504,6,april,1318,6-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3505,7,april,1318,7-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3506,8,april,1318,8-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3507,9,april,1318,9-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3508,10,april,1318,10-4-1318,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
3509,10,april,1318,10-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3510,11,april,1318,11-4-1318,Byfleet,TQ0667061212,51.34,-0.47,England,N/A
3511,11,april,1318,11-4-1318,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
3512,12,april,1318,12-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3513,13,april,1318,13-4-1318,Mortlake,TQ2066775487,51.4655,-0.2643,England,N/A
3514,14,april,1318,14-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3515,15,april,1318,15-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3516,16,april,1318,16-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3517,17,april,1318,17-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3518,18,april,1318,18-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3519,19,april,1318,19-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3520,20,april,1318,20-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3521,21,april,1318,21-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3522,22,april,1318,22-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3523,23,april,1318,23-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3524,24,april,1318,24-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3525,25,april,1318,25-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3526,26,april,1318,26-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3527,27,april,1318,27-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3528,28,april,1318,28-4-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3529,30,april,1318,30-4-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3530,1,may,1318,1-5-1318,Wallingford,SU6070289269,51.599,-1.125,England,N/A
3531,1,may,1318,1-5-1318,Whitchurch,SJ5414641581,52.96961,-2.6842182,England,N/A
3532,2,may,1318,2-5-1318,Whitchurch,SJ5414641581,52.96961,-2.6842182,England,N/A
3533,3,may,1318,3-5-1318,Whitchurch,SJ5414641581,52.96961,-2.6842182,England,N/A
3534,4,may,1318,4-5-1318,Whitchurch,SJ5414641581,52.96961,-2.6842182,England,N/A
3535,6,may,1318,6-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3536,7,may,1318,7-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3537,8,may,1318,8-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3538,9,may,1318,9-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3539,10,may,1318,10-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3540,11,may,1318,11-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3541,12,may,1318,12-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3542,13,may,1318,13-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3543,14,may,1318,14-5-1318,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
3544,14,may,1318,14-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3545,15,may,1318,15-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3546,16,may,1318,16-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3547,17,may,1318,17-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3548,18,may,1318,18-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3549,19,may,1318,19-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3550,20,may,1318,20-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3551,21,may,1318,21-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3552,22,may,1318,22-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3553,23,may,1318,23-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3554,24,may,1318,24-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3555,25,may,1318,25-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3556,26,may,1318,26-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3557,27,may,1318,27-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3558,28,may,1318,28-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3559,29,may,1318,29-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3560,30,may,1318,30-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3561,31,may,1318,31-5-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3562,1,june,1318,1-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3563,2,june,1318,2-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3564,3,june,1318,3-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3565,4,june,1318,4-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3566,5,june,1318,5-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3567,6,june,1318,6-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3568,7,june,1318,7-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3569,8,june,1318,8-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3570,9,june,1318,9-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3571,10,june,1318,10-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3572,11,june,1318,11-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3573,12,june,1318,12-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3574,14,june,1318,14-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3575,15,june,1318,15-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3576,16,june,1318,16-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3577,16,june,1318,16-6-1318,Fulmer,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
3578,17,june,1318,17-6-1318,Fulmer,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
3579,18,june,1318,18-6-1318,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
3580,20,june,1318,20-6-1318,Fulmer,SU9965385452,51.559158,-0.56387638,England,Appears as Fulmere
3581,21,june,1318,21-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3582,22,june,1318,22-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3583,23,june,1318,23-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3584,24,june,1318,24-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3585,25,june,1318,25-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3586,26,june,1318,26-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3587,28,june,1318,28-6-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3588,29,june,1318,29-6-1318,Brackley,SP5861537409,52.032,-1.147,England,N/A
3589,1,july,1318,1-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3590,2,july,1318,2-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3591,3,july,1318,3-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3592,4,july,1318,4-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3593,5,july,1318,5-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3594,6,july,1318,6-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3595,7,july,1318,7-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3596,8,july,1318,8-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3597,9,july,1318,9-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3598,10,july,1318,10-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3599,11,july,1318,11-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3600,12,july,1318,12-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3601,13,july,1318,13-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3602,14,july,1318,14-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3603,15,july,1318,15-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3604,16,july,1318,16-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3605,17,july,1318,17-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3606,18,july,1318,18-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3607,19,july,1318,19-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3608,20,july,1318,20-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3609,21,july,1318,21-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3610,22,july,1318,22-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3611,23,july,1318,23-7-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3612,24,july,1318,24-7-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3613,25,july,1318,25-7-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3614,26,july,1318,26-7-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3615,27,july,1318,27-7-1318,Woodstock,SP4459916464,51.845,-1.354,England,N/A
3616,28,july,1318,28-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3617,29,july,1318,29-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3618,30,july,1318,30-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3619,31,july,1318,31-7-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3620,1,august,1318,1-8-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3621,2,august,1318,2-8-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3622,3,august,1318,3-8-1318,Northampton,SP7549060562,52.238083,-0.89592755,England,N/A
3623,5,august,1318,5-8-1318,Leicester,SK5875204306,52.633333,-1.133333,England,N/A
3624,6,august,1318,6-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3625,7,august,1318,7-8-1318,Loughborough,SK5376019508,52.7705,-1.2046,England,Appears as Lughtborough
3626,8,august,1318,8-8-1318,Leek,SJ9853156757,53.108,-2.0234,England,N/A
3627,9,august,1318,9-8-1318,Leek,SJ9853156757,53.108,-2.0234,England,N/A
3628,10,august,1318,10-8-1318,Leek,SJ9853156757,53.108,-2.0234,England,N/A
3629,11,august,1318,11-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3630,12,august,1318,12-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3631,13,august,1318,13-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3632,14,august,1318,14-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3633,15,august,1318,15-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3634,16,august,1318,16-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3635,17,august,1318,17-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3636,18,august,1318,18-8-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3637,20,august,1318,20-8-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3638,22,august,1318,22-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3639,23,august,1318,23-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3640,24,august,1318,24-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3641,25,august,1318,25-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3642,26,august,1318,26-8-1318,Nottingham,SK5700040000,52.954357,-1.1530111,England,N/A
3643,27,august,1318,27-8-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3644,28,august,1318,28-8-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3645,29,august,1318,29-8-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3646,1,september,1318,1-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3647,2,september,1318,2-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3648,3,september,1318,3-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3649,4,september,1318,4-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3650,5,september,1318,5-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3651,6,september,1318,6-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3652,7,september,1318,7-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3653,8,september,1318,8-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3654,9,september,1318,9-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3655,10,september,1318,10-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3656,11,september,1318,11-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3657,12,september,1318,12-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3658,13,september,1318,13-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3659,14,september,1318,14-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3660,15,september,1318,15-9-1318,Clipstone,SK5977264026,53.17,-1.1073,England,N/A
3661,16,september,1318,16-9-1318,Blyth,NZ3109081399,55.126,-1.514,England,N/A
3662,20,september,1318,20-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3663,21,september,1318,21-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3664,22,september,1318,22-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3665,23,september,1318,23-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3666,24,september,1318,24-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3667,25,september,1318,25-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3668,26,september,1318,26-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3669,27,september,1318,27-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3670,28,september,1318,28-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3671,29,september,1318,29-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3672,30,september,1318,30-9-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3673,1,october,1318,1-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3674,2,october,1318,2-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3675,3,october,1318,3-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3676,4,october,1318,4-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3677,5,october,1318,5-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3678,6,october,1318,6-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3679,7,october,1318,7-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3680,8,october,1318,8-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3681,9,october,1318,9-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3682,10,october,1318,10-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3683,11,october,1318,11-10-1318,Skeffling,TA3716519440,53.653476,0.073939,England,Appears as Wynsete
3684,13,october,1318,13-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3685,14,october,1318,14-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3686,15,october,1318,15-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3687,16,october,1318,16-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3688,16,october,1318,16-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3689,17,october,1318,17-10-1318,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
3690,18,october,1318,18-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3691,19,october,1318,19-10-1318,Howdenshire Wapentake,SE7826127498,53.738,-0.815,England,Appears as Sandhalle
3692,20,october,1318,20-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3693,22,october,1318,22-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3694,23,october,1318,23-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3695,24,october,1318,24-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3696,25,october,1318,25-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3697,26,october,1318,26-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3698,27,october,1318,27-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3699,28,october,1318,28-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3700,29,october,1318,29-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3701,30,october,1318,30-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3702,31,october,1318,31-10-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3703,1,november,1318,1-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3704,2,november,1318,2-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3705,3,november,1318,3-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3706,4,november,1318,4-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3707,5,november,1318,5-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3708,6,november,1318,6-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3709,7,november,1318,7-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3710,8,november,1318,8-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3711,9,november,1318,9-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3712,10,november,1318,10-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3713,11,november,1318,11-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3714,12,november,1318,12-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3715,13,november,1318,13-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3716,14,november,1318,14-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3717,15,november,1318,15-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3718,16,november,1318,16-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3719,17,november,1318,17-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3720,18,november,1318,18-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3721,19,november,1318,19-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3722,20,november,1318,20-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3723,21,november,1318,21-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3724,22,november,1318,22-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3725,23,november,1318,23-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3726,24,november,1318,24-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3727,25,november,1318,25-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3728,26,november,1318,26-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3729,27,november,1318,27-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3730,28,november,1318,28-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3731,29,november,1318,29-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3732,30,november,1318,30-11-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3733,1,december,1318,1-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3734,2,december,1318,2-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3735,3,december,1318,3-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3736,4,december,1318,4-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3737,5,december,1318,5-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3738,6,december,1318,6-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3739,7,december,1318,7-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3740,8,december,1318,8-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3741,9,december,1318,9-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3742,10,december,1318,10-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3743,11,december,1318,11-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3744,12,december,1318,12-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3745,13,december,1318,13-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3746,14,december,1318,14-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3747,15,december,1318,15-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3748,16,december,1318,16-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3749,17,december,1318,17-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3750,18,december,1318,18-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3751,19,december,1318,19-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3752,20,december,1318,20-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3753,21,december,1318,21-12-1318,York,SE6030051700,53.957883,-1.0825156,England,N/A
3754,24,december,1318,24-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3755,26,december,1318,26-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3756,28,december,1318,28-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3757,29,december,1318,29-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3758,30,december,1318,30-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3759,31,december,1318,31-12-1318,Beverley,TA0358939898,53.845,-0.427,England,N/A
3760,1,january,1319,1-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3761,2,january,1319,2-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3762,3,january,1319,3-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3763,4,january,1319,4-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3764,5,january,1319,5-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3765,6,january,1319,6-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3766,7,january,1319,7-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3767,9,january,1319,9-1-1319,Beverley,TA0358939898,53.845,-0.427,England,N/A
3768,10,january,1319,10-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3769,11,january,1319,11-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3770,12,january,1319,12-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3771,13,january,1319,13-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3772,14,january,1319,14-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3773,15,january,1319,15-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3774,16,january,1319,16-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3775,17,january,1319,17-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3776,18,january,1319,18-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3777,20,january,1319,20-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3778,21,january,1319,21-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3779,22,january,1319,22-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3780,23,january,1319,23-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3781,24,january,1319,24-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3782,25,january,1319,25-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3783,26,january,1319,26-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3784,27,january,1319,27-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3785,28,january,1319,28-1-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3786,1,february,1319,1-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3787,2,february,1319,2-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3788,3,february,1319,3-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3789,4,february,1319,4-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3790,5,february,1319,5-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3791,6,february,1319,6-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3792,7,february,1319,7-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3793,8,february,1319,8-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3794,9,february,1319,9-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3795,10,february,1319,10-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3796,11,february,1319,11-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3797,12,february,1319,12-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3798,13,february,1319,13-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3799,14,february,1319,14-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3800,15,february,1319,15-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3801,16,february,1319,16-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3802,17,february,1319,17-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3803,18,february,1319,18-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
3804,20,february,1319,20-2-1319,York,SE6030051700,53.957883,-1.0825156,England,N/A
