id,day,month,year,date,location,OSGridRef,latitude,longitude,Nation,comments
1428,8,january,1312,8-1-1312,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
1429,11,january,1312,11-1-1312,Knaresborough,SE3502957062,54.0084,-1.467,England,Appears as Knaresboro
1430,18,january,1312,18-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1431,20,january,1312,20-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1432,21,january,1312,21-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1433,22,january,1312,22-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1434,23,january,1312,23-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1435,24,january,1312,24-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1436,25,january,1312,25-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1437,26,january,1312,26-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1438,27,january,1312,27-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1439,28,january,1312,28-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1440,29,january,1312,29-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1441,30,january,1312,30-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1442,31,january,1312,31-1-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1443,1,february,1312,1-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1444,3,february,1312,3-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1445,4,february,1312,4-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1446,5,february,1312,5-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1447,6,february,1312,6-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1448,7,february,1312,7-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1449,8,february,1312,8-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1450,10,february,1312,10-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1451,12,february,1312,12-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1452,13,february,1312,13-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1453,14,february,1312,14-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1454,15,february,1312,15-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1455,16,february,1312,16-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1456,17,february,1312,17-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1457,18,february,1312,18-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1458,19,february,1312,19-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1459,20,february,1312,20-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1460,21,february,1312,21-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1461,22,february,1312,22-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1462,23,february,1312,23-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1463,24,february,1312,24-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1464,25,february,1312,25-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1465,26,february,1312,26-2-1312,Malton,SE7901872136,54.139,-0.792,England,N/A
1466,27,february,1312,27-2-1312,Malton,SE7901872136,54.139,-0.792,England,N/A
1467,28,february,1312,28-2-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1468,2,march,1312,2-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1469,3,march,1312,3-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1470,4,march,1312,4-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1471,5,march,1312,5-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1472,6,march,1312,6-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1473,7,march,1312,7-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1474,8,march,1312,8-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1475,9,march,1312,9-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1476,10,march,1312,10-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1477,11,march,1312,11-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1478,12,march,1312,12-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1479,13,march,1312,13-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1480,14,march,1312,14-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1481,15,march,1312,15-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1482,16,march,1312,16-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1483,17,march,1312,17-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1484,18,march,1312,18-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1485,19,march,1312,19-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1486,20,march,1312,20-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1487,21,march,1312,21-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1488,22,march,1312,22-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1489,23,march,1312,23-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1490,24,march,1312,24-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1491,25,march,1312,25-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1492,26,march,1312,26-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1493,27,march,1312,27-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1494,28,march,1312,28-3-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1495,1,april,1312,1-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1496,2,april,1312,2-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1497,3,april,1312,3-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1498,4,april,1312,4-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1499,5,april,1312,5-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1500,6,april,1312,6-4-1312,Northallerton,SE3688893902,54.339348,-1.4341389,England,N/A
1501,6,april,1312,6-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1502,6,april,1312,6-4-1312,Boroughbridge,SE3947066734,54.095,-1.398,England,Appears as Borobridge
1503,7,april,1312,7-4-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1504,7,april,1312,7-4-1312,Northallerton,SE3688893902,54.339348,-1.4341389,England,N/A
1505,8,april,1312,8-4-1312,Northallerton,SE3688893902,54.339348,-1.4341389,England,N/A
1506,8,april,1312,8-4-1312,Darlington,NZ2905414727,54.527,-1.5526,England,N/A
1507,10,april,1312,10-4-1312,Durham,NZ2754642437,54.7761,-1.5733,England,N/A
1508,11,april,1312,11-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1509,12,april,1312,12-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,N/A
1510,13,april,1312,13-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1511,14,april,1312,14-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,N/A
1512,15,april,1312,15-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1513,16,april,1312,16-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1514,17,april,1312,17-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1515,18,april,1312,18-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1516,20,april,1312,20-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1517,21,april,1312,21-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1518,22,april,1312,22-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1519,23,april,1312,23-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1520,24,april,1312,24-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1521,25,april,1312,25-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1522,26,april,1312,26-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1523,27,april,1312,27-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1524,28,april,1312,28-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1525,29,april,1312,29-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1526,30,april,1312,30-4-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1527,1,may,1312,1-5-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1528,2,may,1312,2-5-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1529,3,may,1312,3-5-1312,Newcastle on Tyne,NZ2198568180,55.0077,-1.6578,England,Appears as Newcastle
1530,5,may,1312,5-5-1312,Tynemouth,NZ3699369313,55.017,-1.423,England,N/A
1531,11,may,1312,11-5-1312,Howden,SE7505728125,53.744111,-0.863416,England,Appears as Hoveden
1532,16,may,1312,16-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1533,17,may,1312,17-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1534,18,may,1312,18-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1535,20,may,1312,20-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1536,21,may,1312,21-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1537,22,may,1312,22-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1538,23,may,1312,23-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1539,24,may,1312,24-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1540,25,may,1312,25-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1541,26,may,1312,26-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1542,27,may,1312,27-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1543,28,may,1312,28-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1544,29,may,1312,29-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1545,30,may,1312,30-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1546,31,may,1312,31-5-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1547,1,june,1312,1-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1548,2,june,1312,2-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1549,3,june,1312,3-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1550,4,june,1312,4-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1551,5,june,1312,5-6-1312,Kirkstead,TF1924763078,53.1515,-0.2183,England,N/A
1552,6,june,1312,6-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1553,7,june,1312,7-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1554,9,june,1312,9-6-1312,Howden,SE7505728125,53.744111,-0.863416,England,N/A
1555,11,june,1312,11-6-1312,Howden,SE7505728125,53.744111,-0.863416,England,N/A
1556,12,june,1312,12-6-1312,Kingston upon Hull,TA1006828853,53.744444,-0.3325,England,Appears as Kington upon Hull
1557,14,june,1312,14-6-1312,Kingston upon Hull,TA1006828853,53.744444,-0.3325,England,N/A
1558,15,june,1312,15-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1559,16,june,1312,16-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1560,17,june,1312,17-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1561,18,june,1312,18-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1562,19,june,1312,19-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1563,20,june,1312,20-6-1312,Burstwick,TA2271828039,53.734309,-0.141121,England,Appears as Brustwick
1564,24,june,1312,24-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1565,26,june,1312,26-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1566,27,june,1312,27-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1567,28,june,1312,28-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1568,29,june,1312,29-6-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1569,1,july,1312,1-7-1312,York,SE6030051700,53.957883,-1.0825156,England,N/A
1570,3,july,1312,3-7-1312,Glamfordbrigg,TA0046607319,53.5529,-0.485,England,N/A
1571,3,july,1312,3-7-1312,Sixhills,TF1709886967,53.366604,-0.241632,England,Appears as Sixil
1572,4,july,1312,4-7-1312,Bollington,SJ9389977898,53.298,-2.093,England,Appears as Bolyngton
1573,4,july,1312,4-7-1312,Sixhills,TF1709886967,53.366604,-0.241632,England,Appears as Sixil
1574,5,july,1312,5-7-1312,Kirkstead,TF1924763078,53.1515,-0.2183,England,N/A
1575,6,july,1312,6-7-1312,Freston,TM1704339037,52.007309,1.16096,England,N/A
1576,6,july,1312,6-7-1312,Swyneshead,TF2401139802,52.941292,-0.156047,England,N/A
1577,7,july,1312,7-7-1312,Swyneshead,TF2401139802,52.941292,-0.156047,England,N/A
1578,8,july,1312,8-7-1312,Spalding,TF2466722513,52.7858,-0.1529,England,Appears as Spaldyng
1579,10,july,1312,10-7-1312,Wormegay,TF6610011700,52.67754,0.45545,England,Appears as Wirmegeye
1580,12,july,1312,12-7-1312,Shelford,SK6617542302,52.974,-1.016,England,N/A
1581,14,july,1312,14-7-1312,Waltham,TA2594003876,53.516483,-0.102071,England,N/A
1582,15,july,1312,15-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1583,16,july,1312,16-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1584,17,july,1312,17-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1585,18,july,1312,18-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1586,20,july,1312,20-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1587,21,july,1312,21-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1588,22,july,1312,22-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1589,23,july,1312,23-7-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1590,24,july,1312,24-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1591,25,july,1312,25-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1592,26,july,1312,26-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1593,27,july,1312,27-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1594,28,july,1312,28-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1595,30,july,1312,30-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1596,31,july,1312,31-7-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1597,1,august,1312,1-8-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1598,3,august,1312,3-8-1312,Gillingham,TQ7753668191,51.385,0.55,England,N/A
1599,4,august,1312,4-8-1312,Canterbury,TR1489957934,51.28,1.08,England,N/A
1600,5,august,1312,5-8-1312,Canterbury,TR1489957934,51.28,1.08,England,N/A
1601,6,august,1312,6-8-1312,Dover,TR3161341898,51.1295,1.3089,England,N/A
1602,7,august,1312,7-8-1312,Dover,TR3161341898,51.1295,1.3089,England,N/A
1603,8,august,1312,8-8-1312,Dover,TR3161341898,51.1295,1.3089,England,N/A
1604,9,august,1312,9-8-1312,Dover,TR3161341898,51.1295,1.3089,England,N/A
1605,10,august,1312,10-8-1312,Dover,TR3161341898,51.1295,1.3089,England,N/A
1606,11,august,1312,11-8-1312,Saltwood,TR1566135759,51.0806,1.0776,England,N/A
1607,12,august,1312,12-8-1312,Saltwood,TR1566135759,51.0806,1.0776,England,N/A
1608,13,august,1312,13-8-1312,Chartham,TR1225156098,51.2645,1.041,England,N/A
1609,15,august,1312,15-8-1312,Canterbury,TR1489957934,51.28,1.08,England,N/A
1610,16,august,1312,16-8-1312,Canterbury,TR1489957934,51.28,1.08,England,N/A
1611,17,august,1312,17-8-1312,Faversham,TR0168161595,51.3177,0.8928,England,N/A
1612,18,august,1312,18-8-1312,Rochester,TQ7409666960,51.375,0.5,England,N/A
1613,19,august,1312,19-8-1312,London,TQ3005080361,51.507222,-0.1275,England,N/A
1614,19,august,1312,19-8-1312,Eltham,TQ4268274443,51.451,0.052,England,N/A
1615,20,august,1312,20-8-1312,Eltham,TQ4268274443,51.451,0.052,England,N/A
1616,22,august,1312,22-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1617,23,august,1312,23-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1618,24,august,1312,24-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1619,25,august,1312,25-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1620,26,august,1312,26-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1621,27,august,1312,27-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1622,28,august,1312,28-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1623,29,august,1312,29-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1624,30,august,1312,30-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1625,31,august,1312,31-8-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1626,1,september,1312,1-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1627,2,september,1312,2-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1628,3,september,1312,3-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1629,4,september,1312,4-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1630,5,september,1312,5-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1631,6,september,1312,6-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1632,7,september,1312,7-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1633,8,september,1312,8-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1634,9,september,1312,9-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1635,10,september,1312,10-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1636,11,september,1312,11-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1637,12,september,1312,12-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1638,13,september,1312,13-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1639,14,september,1312,14-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1640,15,september,1312,15-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1641,16,september,1312,16-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1642,17,september,1312,17-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1643,18,september,1312,18-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1644,19,september,1312,19-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1645,20,september,1312,20-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1646,24,september,1312,24-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1647,26,september,1312,26-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1648,27,september,1312,27-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1649,28,september,1312,28-9-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1650,29,september,1312,29-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1651,30,september,1312,30-9-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1652,1,october,1312,1-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1653,2,october,1312,2-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1654,3,october,1312,3-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1655,4,october,1312,4-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1656,5,october,1312,5-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1657,6,october,1312,6-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1658,7,october,1312,7-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1659,8,october,1312,8-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1660,9,october,1312,9-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1661,10,october,1312,10-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1662,11,october,1312,11-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1663,12,october,1312,12-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1664,13,october,1312,13-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1665,14,october,1312,14-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1666,15,october,1312,15-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1667,16,october,1312,16-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1668,17,october,1312,17-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1669,18,october,1312,18-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1670,19,october,1312,19-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1671,20,october,1312,20-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1672,21,october,1312,21-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1673,22,october,1312,22-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1674,23,october,1312,23-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1675,24,october,1312,24-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1676,27,october,1312,27-10-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1677,28,october,1312,28-10-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1678,29,october,1312,29-10-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1679,30,october,1312,30-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1680,31,october,1312,31-10-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1681,1,november,1312,1-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1682,2,november,1312,2-11-1312,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
1683,3,november,1312,3-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1684,4,november,1312,4-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1685,5,november,1312,5-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1686,6,november,1312,6-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1687,7,november,1312,7-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1688,8,november,1312,8-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1689,9,november,1312,9-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1690,10,november,1312,10-11-1312,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
1691,11,november,1312,11-11-1312,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
1692,12,november,1312,12-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1693,13,november,1312,13-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1694,14,november,1312,14-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1695,15,november,1312,15-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1696,16,november,1312,16-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1697,17,november,1312,17-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1698,18,november,1312,18-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1699,19,november,1312,19-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1700,20,november,1312,20-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1701,21,november,1312,21-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1702,24,november,1312,24-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1703,25,november,1312,25-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1704,26,november,1312,26-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1705,27,november,1312,27-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1706,28,november,1312,28-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1707,29,november,1312,29-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1708,30,november,1312,30-11-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1709,1,december,1312,1-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1710,2,december,1312,2-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1711,3,december,1312,3-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1712,4,december,1312,4-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1713,5,december,1312,5-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1714,6,december,1312,6-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1715,7,december,1312,7-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1716,8,december,1312,8-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1717,9,december,1312,9-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1718,10,december,1312,10-12-1312,Windsor,SU9702176966,51.483333,-0.604167,England,N/A
1719,11,december,1312,11-12-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1720,12,december,1312,12-12-1312,Sheen,TQ2055375318,51.464,-0.266,England,Appears as Shene
1721,13,december,1312,13-12-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1722,14,december,1312,14-12-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1723,15,december,1312,15-12-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
1724,16,december,1312,16-12-1312,Westminster,TQ3016079670,51.500988,-0.12617168,England,N/A
